,Date,Low,High,Close,Open
4202,2022-01-24,2133.1699,2270.4428,2155.7011,2246.8688
4201,2022-01-21,2221.5268,2268.4934,2246.8688,2221.5268
4200,2022-01-20,2225.9243,2276.9256,2247.5035,2264.0053
4199,2022-01-19,2274.7042,2304.489,2286.1285,2290.5713
4198,2022-01-18,2280.779,2323.6655,2285.6298,2314.7799
4197,2022-01-17,2301.8596,2325.6602,2314.1452,2302.6303
4196,2022-01-14,2290.118,2327.0202,2301.8143,2293.9261
4195,2022-01-13,2274.7042,2303.8543,2298.7768,2288.2139
4194,2022-01-12,2235.3539,2288.8033,2285.4032,2241.746
4193,2022-01-11,2204.2544,2243.2421,2225.8336,2204.2544
4192,2022-01-10,2191.0621,2227.239,2210.1932,2224.9723
4191,2022-01-07,2186.4833,2228.327,2208.6518,2208.6972
4190,2022-01-06,2184.2165,2225.0176,2191.1074,2225.0176
4189,2022-01-05,2205.9771,2245.2368,2235.9432,2230.5938
4188,2022-01-04,2178.7764,2232.2258,2228.4177,2185.1232
4187,2022-01-03,2144.2768,2184.1712,2180.0004,2146.5889
4186,2021-12-31,2139.8341,2161.8213,2147.1783,2148.8556
4185,2021-12-30,2127.0951,2180.8165,2136.57,2174.243
4184,2021-12-29,2160.1439,2192.7394,2178.8217,2168.7121
4183,2021-12-28,2152.7997,2180.5898,2173.971,2161.5493
4182,2021-12-27,2129.7698,2155.8825,2148.6743,2142.4181
4181,2021-12-24,2119.5242,2168.7121,2150.8957,2146.1356
4180,2021-12-23,2138.8367,2157.9225,2144.0048,2150.669
4179,2021-12-22,2098.5343,2150.669,2145.1835,2098.5343
4178,2021-12-21,2079.0405,2126.1884,2094.5449,2089.5581
4177,2021-12-20,2038.2394,2104.3371,2064.7148,2098.9877
4176,2021-12-17,2103.5211,2183.9899,2122.6976,2171.5229
4175,2021-12-16,2147.9489,2189.2033,2180.0911,2179.6831
4174,2021-12-15,2141.3754,2180.1364,2151.1224,2162.32
4173,2021-12-14,2152.029,2181.4965,2158.2852,2166.0827
4172,2021-12-13,2180.5898,2243.6048,2184.9419,2239.5246
4171,2021-12-10,2203.7104,2235.9886,2229.5057,2215.9507
4170,2021-12-09,2199.1316,2243.9674,2226.695,2204.2544
4169,2021-12-08,2182.4938,2204.5717,2191.8327,2200.537
4168,2021-12-07,2152.0744,2179.4564,2159.3732,2159.4639
4167,2021-12-06,2137.2047,2198.3156,2142.7808,2195.0968
4166,2021-12-03,2176.147,2262.1466,2183.4459,2257.7945
4165,2021-12-02,2231.5458,2263.0986,2252.037,2236.7139
4164,2021-12-01,2199.1769,2243.6954,2236.7139,2199.1769
4163,2021-11-30,2166.9894,2244.8741,2182.1765,2235.8979
4162,2021-11-29,2176.0563,2266.7254,2214.5907,2186.9366
4161,2021-11-26,2178.7764,2246.2795,2187.0726,2239.5246
4160,2021-11-25,2137.9754,2269.2641,2261.6479,2153.8424
4159,2021-11-24,2125.2817,2185.8939,2131.5379,2159.1919
4158,2021-11-23,2093.9102,2177.4164,2163.4987,2120.7482
4157,2021-11-22,2131.6285,2217.9908,2142.8715,2212.3239
4156,2021-11-18,2221.9349,2256.7518,2242.018,2230.3671
4155,2021-11-17,2230.7751,2266.7254,2234.1298,2266.4533
4154,2021-11-16,2262.1919,2335.6338,2277.6963,2332.9137
4153,2021-11-15,2330.1937,2359.2984,2337.9459,2357.3944
4152,2021-11-12,2318.4067,2356.3063,2350.5942,2321.1268
4151,2021-11-11,2299.3209,2331.1004,2316.548,2311.5158
4150,2021-11-10,2270.2161,2319.3134,2311.5158,2283.8618
4149,2021-11-09,2254.6664,2292.974,2284.9045,2268.5387
4148,2021-11-08,2228.327,2286.6725,2268.5387,2275.8829
4147,2021-11-03,2231.3644,2285.2672,2252.0823,2271.0321
4146,2021-11-02,2264.0053,2313.7826,2267.5414,2313.7826
4145,2021-11-01,2261.2852,2316.5933,2300.5902,2295.0141
4144,2021-10-29,2269.0374,2352.9969,2300.8169,2344.7007
4143,2021-10-28,2349.3248,2391.6673,2356.805,2376.4349
4142,2021-10-27,2375.5282,2427.2095,2386.9978,2411.6144
4141,2021-10-26,2360.4318,2419.82,2413.1558,2370.496
4140,2021-10-25,2330.2843,2447.1567,2358.8904,2447.1567
4139,2021-10-22,2367.7306,2416.0572,2381.9203,2378.9736
4138,2021-10-21,2360.1144,2471.592,2378.2482,2471.592
4137,2021-10-20,2440.3112,2488.0484,2447.9727,2484.331
4136,2021-10-19,2455.3169,2493.3979,2476.6241,2471.6373
4135,2021-10-18,2411.7958,2488.8191,2454.4102,2433.5563
4134,2021-10-14,2436.4124,2464.1118,2447.9274,2452.5968
4133,2021-10-13,2419.956,2465.7438,2444.346,2432.6496
4132,2021-10-12,2394.5687,2432.423,2419.548,2394.5687
4131,2021-10-11,2398.2408,2470.4586,2403.7716,2470.4586
4130,2021-10-08,2339.2606,2433.4657,2421.6334,2339.2606
4129,2021-10-07,2328.471,2357.3944,2332.143,2357.3944
4128,2021-10-06,2312.1052,2378.2482,2321.3081,2378.2482
4127,2021-10-05,2309.6118,2368.2746,2365.6452,2325.6602
4126,2021-10-04,2300.7716,2334.4098,2317.364,2311.9692
4125,2021-10-01,2262.9626,2302.857,2287.4432,2272.1655
4124,2021-09-30,2267.4054,2297.6435,2282.1391,2291.9767
4123,2021-09-29,2284.8592,2324.6629,2291.4327,2322.9401
4122,2021-09-28,2277.787,2325.6602,2310.2918,2294.8327
4121,2021-09-27,2244.5114,2293.0194,2289.5739,2252.3996
4120,2021-09-24,2241.338,2270.9868,2251.2663,2266.7254
4119,2021-09-23,2216.8574,2263.9599,2257.3411,2216.8574
4118,2021-09-22,2174.379,2213.4573,2203.8011,2184.2165
4117,2021-09-21,2162.1386,2190.5634,2179.8191,2186.0299
4116,2021-09-20,2148.8556,2192.3768,2170.5255,2153.3891
4115,2021-09-17,2156.8345,2226.6496,2167.3521,2216.8574
4114,2021-09-16,2146.1356,2208.6972,2201.5343,2157.0158
4113,2021-09-15,2147.8129,2171.7496,2156.9705,2150.669
4112,2021-09-14,2145.3195,2170.6162,2147.3143,2156.1092
4111,2021-09-13,2147.1329,2203.257,2150.261,2201.4437
4110,2021-09-09,2190.5634,2210.7826,2199.1316,2204.1184
4109,2021-09-08,2181.6325,2225.9243,2203.8011,2225.0176
4108,2021-09-07,2186.9366,2228.6444,2213.5026,2202.441
4107,2021-09-06,2188.1607,2248.4555,2198.3156,2188.75
4106,2021-09-03,2091.5528,2170.8882,2165.4027,2092.1875
4105,2021-09-02,2047.7143,2091.7342,2079.6298,2049.1197
4104,2021-09-01,1931.25,2078.9498,2057.9599,2062.7201
4103,2021-08-31,2033.2526,2069.9736,2048.485,2062.9467
4102,2021-08-30,2030.6232,2062.7201,2058.232,2030.9859
4101,2021-08-27,2009.1347,2033.1166,2018.9723,2023.7324
4100,2021-08-26,1999.1611,2035.3834,2022.5084,2001.0651
4099,2021-08-25,1976.5845,2012.7614,1996.8037,1979.9393
4098,2021-08-24,1954.3253,1987.3741,1979.1232,1961.9868
4097,2021-08-23,1933.4714,1969.2857,1960.6268,1965.7042
4096,2021-08-20,1938.5035,1969.059,1945.9384,1947.5704
4095,2021-08-18,1951.8319,1982.0246,1968.923,1972.0511
4094,2021-08-17,1947.8424,1981.118,1962.0321,1967.5176
4093,2021-08-16,1930.0713,1996.5317,1969.739,1946.2104
4092,2021-08-13,1913.2522,1949.2025,1944.6237,1918.375
4091,2021-08-12,1908.9454,1928.3033,1913.3429,1926.7619
4090,2021-08-11,1888.2276,1921.7298,1918.647,1903.1426
4089,2021-08-10,1880.0673,1915.6549,1893.5317,1890.1769
4088,2021-08-09,1873.0405,1894.529,1883.4221,1882.4701
4087,2021-08-06,1885.1901,1945.757,1894.121,1926.8979
4086,2021-08-05,1907.9481,1953.5546,1934.2421,1919.3724
4085,2021-08-04,1892.2623,1916.8336,1907.268,1901.8732
4084,2021-08-03,1871.5445,1896.1158,1892.1717,1890.4489
4083,2021-08-02,1850.5546,1885.0088,1878.2086,1856.1761
4082,2021-07-30,1840.9437,1875.1712,1845.4771,1863.4749
4081,2021-07-29,1853.048,1880.838,1863.4749,1858.7148
4080,2021-07-28,1828.4313,1867.9177,1846.7918,1867.8724
4079,2021-07-27,1850.7359,1889.0889,1862.6136,1885.0088
4078,2021-07-26,1878.39,1923.6338,1883.8301,1913.1162
4077,2021-07-23,1906.6334,1935.7835,1908.7641,1935.7835
4076,2021-07-22,1902.9613,1925.9005,1923.0898,1914.2042
4075,2021-07-20,1889.5423,1911.3935,1898.2465,1901.6466
4074,2021-07-19,1897.7025,1925.8099,1903.2333,1907.6761
4073,2021-07-16,1890.4489,1917.1963,1914.7482,1890.4489
4072,2021-07-15,1884.6915,1900.4225,1888.8622,1900.4225
4071,2021-07-14,1887.7289,1910.2148,1891.3556,1906.4974
4070,2021-07-13,1893.2597,1907.0414,1903.6413,1904.0493
4069,2021-07-12,1881.518,1905.636,1889.9503,1887.5475
4068,2021-07-09,1873.1765,1896.0704,1879.75,1892.1717
4067,2021-07-08,1886.8222,1918.375,1897.6118,1917.6496
4066,2021-07-07,1902.8706,1929.2099,1913.2522,1927.9406
4065,2021-07-06,1923.0898,1949.4291,1927.5779,1949.3838
4064,2021-07-05,1932.61,1952.1039,1949.2931,1938.3222
4063,2021-07-02,1898.8358,1934.1967,1930.5246,1903.9586
4062,2021-07-01,1899.1078,1923.9965,1902.0092,1916.8336
4061,2021-06-30,1896.7504,1925.3565,1913.9322,1899.5158
4060,2021-06-29,1888.9076,1912.2095,1892.4437,1894.0757
4059,2021-06-28,1886.9129,1928.6206,1891.3556,1925.8099
4058,2021-06-25,1886.9582,1958.2694,1907.9481,1958.2694
4057,2021-06-24,1940.3169,2008.3187,1952.4212,2008.1373
4056,2021-06-23,1996.033,2040.0528,1999.3424,2039.1461
4055,2021-06-22,2012.8521,2049.7997,2018.2923,2044.3143
4054,2021-06-21,1995.5797,2037.9674,2028.8099,1998.6624
4053,2021-06-18,1980.4379,2026.4071,2017.4309,2010.3587
4052,2021-06-17,1976.4485,2026.4525,2008.8173,1994.945
4051,2021-06-16,2000.8385,2038.2394,2005.2813,2038.2394
4050,2021-06-15,2032.0739,2062.2667,2039.7808,2045.7196
4049,2021-06-14,1991.0915,2047.5783,2035.7914,2007.412
4048,2021-06-11,1979.0326,2020.015,2006.5053,1982.6593
4047,2021-06-10,1974.0458,2021.8737,1979.0326,1987.6461
4046,2021-06-09,1956.864,2014.3028,1971.8244,2012.7614
4045,2021-06-08,1993.2676,2019.1989,2008.0467,2017.0682
4044,2021-06-07,1980.7553,2032.618,2019.471,2000.0678
4043,2021-06-04,1980.0299,2011.9454,1986.1954,2011.9454
4042,2021-06-03,1991.1822,2040.0528,2003.1052,2014.6655
4041,2021-06-02,1957.136,2003.6945,1995.897,1958.36
4040,2021-06-01,1946.9811,1996.2597,1965.9309,1962.1681
4039,2021-05-31,1887.7289,1987.0114,1958.8587,1904.956
4038,2021-05-28,1799.8706,1908.5827,1899.4252,1804.3134
4037,2021-05-27,1779.9234,1806.3081,1793.6144,1786.9956
4036,2021-05-26,1782.5528,1799.6893,1785.8622,1799.6893
4035,2021-05-25,1777.2033,1810.6602,1781.1928,1804.3587
4034,2021-05-24,1796.6972,1821.9938,1800.2786,1820.0898
4033,2021-05-21,1795.2465,1821.5405,1814.1963,1809.4815
4032,2021-05-20,1796.2438,1823.1725,1800.0519,1810.0709
4031,2021-05-19,1788.0836,1828.4313,1810.0709,1797.0599
4030,2021-05-18,1788.0836,1815.783,1802.3187,1793.4331
4029,2021-05-17,1750.8187,1779.9688,1777.6114,1757.8002
4028,2021-05-14,1728.6048,1760.3389,1756.1228,1745.4692
4027,2021-05-12,1729.7381,1753.5387,1734.9969,1753.5387
4026,2021-05-11,1731.8235,1757.7548,1753.2667,1738.125
4025,2021-05-10,1741.2077,1764.5097,1746.0132,1762.379
4024,2021-05-07,1746.1945,1772.9872,1751.0907,1758.9789
4023,2021-05-06,1729.2848,1753.6747,1749.8213,1746.2852
4022,2021-05-05,1730.1008,1757.0748,1740.6184,1740.5731
4021,2021-05-04,1732.6849,1783.9129,1737.717,1771.6725
4020,2021-05-03,1762.3336,1794.3398,1776.4327,1780.4674
4019,2021-04-30,1801.956,1846.3838,1808.3482,1826.7086
4018,2021-04-29,1820.6338,1854.1813,1834.4155,1828.4767
4017,2021-04-28,1795.9265,1820.0898,1809.7989,1812.8816
4016,2021-04-27,1759.7949,1811.1589,1803.316,1761.6989
4015,2021-04-26,1733.4555,1778.0194,1756.6668,1737.445
4014,2021-04-23,1719.0845,1739.9384,1726.7007,1725.4313
4013,2021-04-22,1702.4014,1735.8129,1728.1967,1719.0845
4012,2021-04-20,1714.143,1740.7544,1723.9806,1736.0396
4011,2021-04-19,1714.5511,1737.7623,1725.0233,1723.618
4010,2021-04-16,1746.8292,1767.5924,1753.5387,1762.6056
4009,2021-04-15,1735.0423,1777.702,1762.515,1741.2984
4008,2021-04-13,1739.349,1759.1149,1751.6347,1745.3785
4007,2021-04-12,1723.2099,1782.7795,1732.9569,1773.5313
4006,2021-04-09,1795.3371,1819.5458,1797.6492,1816.1004
4005,2021-04-08,1807.4868,1832.5568,1817.9137,1822.4925
4004,2021-04-07,1806.3081,1855.1787,1815.919,1806.3081
4003,2021-04-06,1786.1796,1817.9137,1798.5559,1814.5136
4002,2021-04-05,1778.7901,1836.0475,1806.8521,1836.0475
4001,2021-04-01,1816.4177,1840.581,1833.0555,1831.2421
4000,2021-03-31,1812.4736,1858.6241,1816.2817,1827.298
3999,2021-03-30,1806.1268,1857.3548,1839.3116,1822.1752
3998,2021-03-26,1788.945,1826.9353,1808.1668,1822.4472
3997,2021-03-25,1799.7799,1865.5603,1806.8068,1859.2135
3996,2021-03-24,1850.3732,1886.4142,1856.2667,1886.4142
3995,2021-03-23,1865.2883,1913.0255,1894.121,1871.4085
3994,2021-03-22,1844.1171,1881.382,1869.4591,1881.382
3993,2021-03-19,1796.3345,1899.5158,1887.6382,1802.772
3992,2021-03-18,1814.287,1890.4489,1821.9938,1877.846
3991,2021-03-17,1845.4318,1907.4494,1863.3842,1904.0493
3990,2021-03-16,1900.4679,1927.4419,1904.4573,1917.4683
3989,2021-03-15,1886.7315,1948.2958,1911.9828,1939.0929
3988,2021-03-12,1925.4925,1999.2518,1939.0929,1993.8116
3987,2021-03-10,1967.6536,2008.9987,1978.1259,2004.6919
3986,2021-03-09,1945.9384,2008.0467,1985.8327,1994.7183
3985,2021-03-08,1967.0189,2022.8257,1986.0594,1968.8776
3984,2021-03-05,1953.9173,2006.0519,1975.2698,1965.7042
3983,2021-03-04,1956.6373,1985.3341,1972.6857,1976.3125
3982,2021-03-03,1910.5775,2012.8521,1995.9423,1923.7245
3981,2021-03-02,1894.3024,1931.25,1909.6708,1925.8099
3980,2021-03-01,1870.6831,1917.151,1905.092,1917.151
3979,2021-02-26,1876.9846,1934.3327,1889.4063,1912.2095
3978,2021-02-25,1877.7553,1951.4239,1944.7143,1884.1021
3977,2021-02-24,1813.879,1887.2755,1872.8138,1836.7729
3976,2021-02-23,1825.8926,1861.5255,1835.3675,1838.7676
3975,2021-02-22,1808.9375,1894.7104,1820.0898,1885.9155
3974,2021-02-19,1865.9683,1908.5374,1886.4142,1872.3151
3973,2021-02-18,1867.5097,1911.0308,1872.7685,1891.129
3972,2021-02-17,1859.4855,1899.5158,1888.4089,1865.9683
3971,2021-02-16,1847.3812,1885.0088,1867.4643,1849.6479
3970,2021-02-15,1836.4102,1868.2804,1842.9384,1857.8081
3969,2021-02-12,1827.4793,1883.6488,1850.7813,1867.5097
3968,2021-02-11,1787.2676,1869.7764,1863.7469,1792.9344
3967,2021-02-10,1748.0986,1798.8279,1790.9397,1775.0273
3966,2021-02-09,1769.8592,1804.3134,1773.4406,1784.0942
3965,2021-02-08,1749.0506,1784.5929,1769.4058,1751.0
3964,2021-02-05,1740.8451,1762.787,1744.4718,1752.632
3963,2021-02-04,1727.2901,1758.7069,1744.4265,1741.7518
3962,2021-02-03,1722.7113,1768.9525,1750.184,1747.1919
3961,2021-02-02,1681.9102,1757.4375,1746.6932,1736.9463
3960,2021-02-01,1673.0246,1726.9727,1718.4952,1673.0246
3959,2021-01-29,1659.243,1733.3649,1671.1659,1719.7192
3958,2021-01-28,1695.6466,1743.8825,1701.4947,1703.6708
3957,2021-01-27,1711.831,1750.0933,1718.4045,1750.0933
3956,2021-01-25,1751.9067,1860.5282,1758.7069,1860.5282
3955,2021-01-22,1845.2958,1918.4657,1858.3974,1917.4683
3954,2021-01-21,1881.382,1922.0018,1902.0999,1887.7289
3953,2021-01-20,1814.5136,1866.0136,1863.1122,1833.7808
3952,2021-01-19,1807.6228,1841.397,1828.1593,1807.9401
3951,2021-01-18,1743.2478,1810.2975,1798.4199,1758.9789
3950,2021-01-15,1740.9811,1789.0357,1756.8028,1777.1127
3949,2021-01-14,1755.3974,1783.0062,1777.6567,1758.1629
3948,2021-01-13,1739.621,1790.6677,1758.1629,1781.4648
3947,2021-01-12,1722.7113,1777.1127,1774.0753,1731.7782
3946,2021-01-11,1715.6844,1757.9815,1719.9912,1754.4454
3945,2021-01-08,1734.2262,1757.3468,1752.6774,1741.6611
3944,2021-01-07,1727.8341,1763.6937,1732.6849,1742.5678
3943,2021-01-06,1727.2447,1784.3662,1735.5409,1784.3662
3942,2021-01-05,1773.4859,1798.8732,1782.5528,1788.0383
3941,2021-01-04,1784.2755,1811.4762,1804.9027,1802.9987
3940,2021-01-01,1797.3319,1810.9322,1801.7293,1800.8226
3939,2020-12-31,1795.2465,1823.3539,1799.4626,1808.6202
3938,2020-12-30,1791.529,1819.5911,1809.3002,1806.6254
3937,2020-12-29,1797.6039,1824.9859,1803.588,1820.0445
3936,2020-12-28,1809.3908,1835.9569,1816.327,1817.0977
3935,2020-12-24,1765.371,1812.1563,1807.8495,1768.7711
3934,2020-12-23,1740.8451,1769.1338,1762.4243,1752.4507
3933,2020-12-22,1711.6043,1775.662,1755.8961,1758.9789
3932,2020-12-21,1682.8622,1833.3275,1758.7522,1822.4472
3931,2020-12-18,1781.6461,1817.9137,1806.3534,1797.9665
3930,2020-12-17,1792.6171,1817.9137,1799.8253,1796.0625
3929,2020-12-16,1782.3261,1808.8468,1791.6651,1802.5
3928,2020-12-15,1778.4727,1806.9428,1789.8063,1806.9428
3927,2020-12-14,1801.6386,1827.2073,1805.3561,1825.1673
3926,2020-12-11,1790.169,1847.6532,1818.4577,1823.5352
3925,2020-12-10,1814.2416,1839.1303,1819.9085,1831.5141
3924,2020-12-09,1813.3803,1844.0264,1837.5436,1825.1673
3923,2020-12-08,1768.1818,1826.2553,1807.7135,1779.8327
3922,2020-12-07,1760.7923,1781.6461,1775.3446,1760.7923
3921,2020-12-04,1758.9789,1784.2302,1764.9177,1779.8327
3920,2020-12-03,1775.3446,1796.2438,1780.2408,1786.1796
3919,2020-12-02,1754.4454,1779.7874,1774.9366,1779.7874
3918,2020-12-01,1750.8187,1782.4621,1771.9445,1754.6721
3917,2020-11-27,1742.2504,1773.3499,1749.776,1759.8856
3916,2020-11-26,1750.2746,1781.5101,1771.4912,1768.0911
3915,2020-11-25,1761.0643,1806.1268,1766.0057,1795.2465
3914,2020-11-24,1751.0,1789.4437,1781.7368,1778.9261
3913,2020-11-23,1747.1919,1786.1796,1768.7711,1749.0053
3912,2020-11-20,1717.8151,1798.9639,1721.9859,1793.2518
3911,2020-11-19,1784.3662,1822.4472,1788.5823,1801.0493
3910,2020-11-18,1778.0194,1819.4098,1801.7746,1811.0682
3909,2020-11-17,1799.7799,1889.5423,1806.9428,1889.5423
3908,2020-11-13,1796.1532,1846.6105,1809.8442,1804.3134
3907,2020-11-12,1781.6461,1820.9511,1795.1105,1799.7799
3906,2020-11-11,1794.3398,1899.8332,1810.5695,1896.7958
3905,2020-11-10,1851.2799,1894.9824,1889.9956,1881.382
3904,2020-11-09,1848.6505,1876.8486,1858.9868,1866.603
3903,2020-11-06,1793.1158,1849.6479,1839.6743,1802.5
3902,2020-11-05,1751.1813,1777.1127,1772.6699,1767.1391
3901,2020-11-04,1668.3099,1748.8693,1734.9063,1668.3099
3900,2020-11-03,1663.7764,1731.3248,1676.8781,1711.831
3899,2020-11-02,1686.4437,1843.7544,1702.1294,1843.7544
3898,2020-10-30,1833.3275,1871.9978,1862.6589,1845.1144
3897,2020-10-29,1804.9934,1851.7333,1837.4529,1812.8363
3896,2020-10-28,1819.6364,1865.8776,1823.0819,1853.2746
3895,2020-10-27,1818.4124,1867.7817,1844.3891,1842.3944
3894,2020-10-26,1830.1087,1909.4894,1839.4023,1904.956
3893,2020-10-23,1900.1052,1935.6021,1915.4283,1912.2095
3892,2020-10-22,1896.3424,1934.0154,1910.4868,1924.9032
3891,2020-10-21,1902.9159,1986.5581,1925.1298,1968.515
3890,2020-10-20,1951.3785,1989.0062,1954.3706,1979.9393
3889,2020-10-19,1954.8239,2020.4683,1972.7764,1987.4648
3888,2020-10-16,1970.283,2023.7324,1972.5044,2008.1373
3887,2020-10-15,1990.2755,2077.8618,1999.7504,2077.2271
3886,2020-10-14,2057.7786,2089.1954,2073.9177,2071.6963
3885,2020-10-13,2020.287,2072.6483,2067.4802,2023.9137
3884,2020-10-12,2019.0629,2044.4503,2027.9032,2025.0924
3883,2020-10-09,2010.3134,2042.4555,2025.2738,2028.2658
3882,2020-10-08,2015.0282,2056.3732,2029.9886,2050.7518
3881,2020-10-07,2013.7588,2093.9102,2046.5357,2024.8658
3880,2020-10-06,1996.033,2025.5458,2003.9212,2020.1056
3879,2020-10-05,1999.7051,2039.1461,2004.8279,2036.4261
3878,2020-10-01,2007.276,2052.7465,2017.4309,2052.7465
3877,2020-09-30,2017.4762,2055.9652,2025.3191,2053.4718
3876,2020-09-29,2010.268,2052.7465,2035.3834,2014.6655
3875,2020-09-28,2001.2918,2029.8072,2008.9987,2021.0123
3874,2020-09-25,1966.2482,2006.1426,1996.2597,1991.0915
3873,2020-09-24,1972.6404,2018.2923,1977.6272,2003.7852
3872,2020-09-23,2000.2945,2064.0801,2021.511,2062.7201
3871,2020-09-22,1995.9423,2073.6004,2004.8279,2073.6004
3870,2020-09-21,2038.2394,2118.5268,2044.7223,2089.9208
3869,2020-09-18,2064.5788,2103.1585,2090.3741,2099.713
3868,2020-09-17,2079.0405,2116.5775,2084.798,2102.6144
3867,2020-09-16,2096.0409,2147.7676,2107.0119,2106.8759
3866,2020-09-15,2074.6884,2109.4146,2101.6171,2098.9877
3865,2020-09-14,2069.0216,2139.7887,2087.518,2103.2945
3864,2020-09-11,2072.739,2118.9349,2102.4784,2098.6703
3863,2020-09-10,1973.0938,2125.191,2098.6703,1981.118
3862,2020-09-09,1890.4489,1964.9789,1959.5841,1890.4489
3861,2020-09-08,1886.7315,1922.1831,1910.4415,1898.4278
3860,2020-09-07,1854.4987,1908.5827,1888.0915,1886.0968
3859,2020-09-04,1872.8592,1901.3292,1883.5581,1872.8592
