,Date,Low,High,Close,Open
2413,2014-10-17,839.2324,853.1954,850.6112,847.7552
2412,2014-10-16,841.8164,867.521,845.3524,865.5264
2411,2014-10-14,869.6518,888.5562,871.4196,888.375
2410,2014-10-13,860.2676,874.0492,868.4732,871.329
2409,2014-10-10,849.5234,877.9932,870.6944,860.3582
2408,2014-10-09,852.2886,867.8838,865.5716,852.6514
2407,2014-10-08,836.0588,854.102,849.7046,837.419
2406,2014-10-07,837.5096,847.6646,840.1842,842.2244
2405,2014-10-01,839.3684,856.9128,840.3204,856.6408
2404,2014-09-30,838.8696,859.7688,857.1394,843.2218
2403,2014-09-29,842.995,854.646,845.7152,850.8378
2402,2014-09-26,832.4322,853.558,846.4858,842.7684
2401,2014-09-25,836.8748,879.4894,842.6778,875.3186
2400,2014-09-24,867.0222,883.1162,874.8652,883.1162
2399,2014-09-23,873.1426,902.1112,875.9532,899.1644
2398,2014-09-22,895.6738,903.0634,898.6204,901.2498
2397,2014-09-19,898.5298,920.517,901.794,911.9034
2396,2014-09-18,891.4576,914.8502,910.7702,894.903
2395,2014-09-17,888.5562,897.623,895.8098,893.7244
2394,2014-09-16,886.743,910.7702,888.9642,908.866
2393,2014-09-15,907.5966,916.7996,909.2742,915.6664
2392,2014-09-12,917.5704,928.5414,920.9252,923.0104
2391,2014-09-11,913.9436,926.8184,923.6904,925.2772
2390,2014-09-10,918.5678,933.8908,921.197,933.8908
2389,2014-09-09,932.5308,951.9338,936.8828,939.1496
2388,2014-09-08,905.7834,942.0508,940.6456,934.3894
2387,2014-09-05,925.5492,936.9282,929.5388,927.8614
2386,2014-09-04,923.0558,937.1094,928.5414,933.3468
2385,2014-09-03,925.7304,938.3334,934.752,931.1708
2384,2014-09-02,916.7996,935.2508,928.36,921.5144
2383,2014-09-01,903.3354,925.3678,919.5196,909.546
2382,2014-08-28,901.7032,909.3648,906.01,902.1566
2381,2014-08-27,895.8098,908.5034,901.5672,905.602
2380,2014-08-26,892.4098,904.1512,901.2952,903.0634
2379,2014-08-25,901.2498,914.4876,903.3806,906.69
2378,2014-08-22,902.5192,912.8554,904.8766,905.466
2377,2014-08-21,898.5298,910.0902,902.0206,906.69
2376,2014-08-20,902.2924,923.3732,905.058,916.981
2375,2014-08-19,912.3568,927.7706,914.5784,921.5598
2374,2014-08-18,904.9674,920.2904,918.7036,906.69
2373,2014-08-14,899.4366,910.5886,908.4128,899.7538
2372,2014-08-13,889.3268,903.5166,897.623,892.1376
2371,2014-08-12,885.1108,893.9964,892.6362,891.2762
2370,2014-08-11,887.2414,895.311,889.1456,892.183
2369,2014-08-08,882.3,891.911,888.9188,889.1002
2368,2014-08-07,892.183,903.5166,897.0338,896.7166
2367,2014-08-06,888.5562,904.7406,895.583,893.271
2366,2014-08-05,880.94,895.0844,891.8204,893.9964
2365,2014-08-04,885.7002,897.0792,893.271,890.0068
2364,2014-08-01,885.8362,906.0554,887.1508,905.2392
2363,2014-07-31,909.0474,924.189,912.1302,914.8502
2362,2014-07-30,900.3432,916.6636,911.6768,912.3116
2361,2014-07-28,908.7302,928.2694,911.4954,928.2694
2360,2014-07-25,913.9436,944.635,926.4106,942.9576
2359,2014-07-24,928.4506,945.2244,943.6376,933.8908
2358,2014-07-23,925.0504,942.187,936.6562,938.7414
2357,2014-07-22,907.6422,937.5176,934.6162,911.0422
2356,2014-07-21,902.1566,913.7168,904.2874,906.69
2355,2014-07-18,879.6706,892.183,885.5642,890.3696
2354,2014-07-17,888.7376,904.4234,890.687,896.7166
2353,2014-07-16,884.0226,898.9832,896.7618,884.3856
2352,2014-07-15,873.1426,888.4656,881.484,877.3132
2351,2014-07-14,869.5158,884.6574,872.0998,879.4894
2350,2014-07-11,873.9132,908.0048,876.7694,904.514
2349,2014-07-10,890.3696,925.5038,905.058,906.69
2348,2014-07-09,900.3886,915.2128,906.7354,906.2366
2347,2014-07-08,898.5298,937.9256,902.2924,931.1708
2346,2014-07-07,925.3226,940.2376,930.6266,938.3334
2345,2014-07-04,910.4528,940.0562,935.6588,914.669
2344,2014-07-03,885.8362,927.544,913.1276,923.9172
2343,2014-07-02,917.4796,930.6266,923.1916,923.0104
2342,2014-07-01,912.2208,925.7304,913.9436,921.197
2341,2014-06-30,906.7806,924.2798,920.0184,918.6584
2340,2014-06-27,913.6262,927.544,918.5222,916.3916
2339,2014-06-26,914.0342,930.9894,917.5248,930.264
2338,2014-06-25,950.7552,961.0916,952.75,959.8222
2337,2014-06-24,948.3976,963.5394,960.7742,948.3976
2336,2014-06-23,928.8132,947.5818,941.7788,934.0268
2335,2014-06-20,938.6056,951.7526,941.0082,948.3976
2334,2014-06-19,935.5682,975.5984,944.227,971.2916
2333,2014-06-18,962.4968,999.127,967.2568,992.8256
2332,2014-06-17,959.278,992.5082,988.2014,960.8194
2331,2014-06-16,960.1848,983.7586,965.1716,981.1292
2330,2014-06-13,972.3344,1003.6606,980.9934,998.719
2329,2014-06-12,984.7108,1009.1006,992.4628,996.9964
2328,2014-06-11,991.2388,1014.5862,998.7644,1011.5034
2327,2014-06-10,998.2658,1022.8824,1013.5436,1021.5224
2326,2014-06-09,1009.2368,1026.4638,1017.8502,1023.7892
2325,2014-06-06,1001.8926,1027.0986,1015.3568,1006.4258
2324,2014-06-05,964.8542,992.5534,986.116,979.996
2323,2014-06-04,975.4172,998.719,977.3212,993.7322
2322,2014-06-03,977.0946,999.0818,992.599,984.6654
2321,2014-06-02,966.1236,986.3882,981.356,973.0144
2320,2014-05-30,962.9048,987.9296,965.761,982.0814
2319,2014-05-29,969.3878,991.8282,972.9236,988.4282
2318,2014-05-28,983.7134,1002.7992,986.9776,990.4682
2317,2014-05-27,975.644,1002.7992,986.252,1001.8926
2316,2014-05-26,975.644,1033.6266,998.2658,1029.0932
2315,2014-05-23,999.1724,1025.4666,1022.6104,1005.5194
2314,2014-05-22,983.7586,1009.5994,998.5376,984.5746
2313,2014-05-21,973.7852,999.7618,977.5026,979.2252
2312,2014-05-20,974.6918,1024.5598,977.8652,1020.0262
2311,2014-05-19,984.6654,1019.4824,1015.7194,984.6654
2310,2014-05-16,963.8116,1035.8934,979.6786,980.2678
2309,2014-05-15,942.9576,960.0488,954.926,947.4912
2308,2014-05-14,944.363,967.4384,947.9898,963.5394
2307,2014-05-13,936.4748,966.441,962.3154,940.3282
2306,2014-05-12,902.1566,950.2112,932.9388,904.378
2305,2014-05-09,867.4302,905.7834,904.2874,868.5184
2304,2014-05-08,862.217,879.444,870.1052,872.3718
2303,2014-05-07,867.7024,880.3962,871.1026,872.2358
2302,2014-05-06,859.5422,876.7694,873.3692,859.5422
2301,2014-05-05,838.6884,868.2916,857.0034,843.2218
2300,2014-05-02,839.1416,858.9076,841.6804,853.1954
2299,2014-04-30,843.2218,870.4224,848.0272,856.8222
2298,2014-04-29,850.7926,862.9876,852.5608,859.5422
2297,2014-04-28,854.238,866.2516,857.1394,859.4514
2296,2014-04-25,856.8222,877.6758,858.9982,876.9958
2295,2014-04-23,874.9558,885.7456,876.6332,879.4894
2294,2014-04-22,867.6116,896.6256,877.9932,870.4224
2293,2014-04-21,866.7958,879.4894,869.9238,877.812
2292,2014-04-17,856.278,872.9612,869.289,856.8222
2291,2014-04-16,850.6566,869.5158,853.2408,852.4698
2290,2014-04-15,849.5234,864.7556,859.9954,864.7556
2289,2014-04-11,861.6276,880.0332,863.9396,876.588
2288,2014-04-10,871.5106,882.1188,878.4014,871.5106
2287,2014-04-09,849.3872,874.82,871.4196,849.3872
2286,2014-04-07,847.6646,865.7984,855.9608,855.9154
2285,2014-04-04,854.1928,863.7128,856.0966,861.4916
2284,2014-04-03,852.9686,872.417,863.1234,866.433
2283,2014-04-02,850.974,870.2412,867.657,856.8222
2282,2014-04-01,843.3124,856.2328,853.3314,847.8004
2281,2014-03-31,828.8054,851.654,842.7684,831.6614
2280,2014-03-28,815.6582,833.52,828.8506,815.6582
2279,2014-03-27,809.4476,820.0558,817.9704,811.4876
2278,2014-03-26,799.5192,818.4238,807.1356,799.5192
2277,2014-03-25,791.1778,800.562,796.6632,796.9804
2276,2014-03-24,808.7676,823.2744,820.1918,808.7676
2275,2014-03-21,800.1994,828.4426,803.1008,821.688
2274,2014-03-20,814.2076,822.0958,821.1892,818.3784
2273,2014-03-19,811.9862,824.9974,817.9704,815.1144
2272,2014-03-18,805.8662,824.0,811.805,806.954
2271,2014-03-14,788.5936,806.8634,803.4182,790.6336
2270,2014-03-13,792.3564,811.3062,797.0712,792.4924
2269,2014-03-12,786.191,800.0178,789.863,791.6764
2268,2014-03-11,791.1778,805.0502,793.3084,802.1488
2267,2014-03-10,782.4736,818.197,803.146,784.0148
2266,2014-03-07,748.0194,792.2658,787.9136,748.0194
2265,2014-03-06,733.8296,747.4752,745.2994,733.8296
2264,2014-03-05,729.8854,741.5364,731.6082,739.7684
2263,2014-03-04,728.0722,740.3578,738.5896,728.9788
2262,2014-03-03,723.5386,730.7922,728.5254,725.352
2261,2014-02-28,719.9118,738.0458,724.672,736.187
2260,2014-02-26,732.8322,740.3124,734.9176,736.9122
2259,2014-02-25,732.4242,740.0858,734.7816,738.5444
2258,2014-02-24,730.5654,738.499,736.595,734.419
2257,2014-02-21,730.9734,739.8138,735.5976,732.6054
2256,2014-02-20,728.4348,737.819,730.2028,735.3256
2255,2014-02-19,734.8722,743.4406,736.731,737.683
2254,2014-02-18,733.5122,741.5818,736.9122,734.147
2253,2014-02-17,732.2428,745.4352,735.7336,744.3018
2252,2014-02-14,733.5122,746.1152,744.8458,734.7364
2251,2014-02-13,730.5654,742.3526,732.107,741.6726
2250,2014-02-12,731.699,745.1632,741.1738,731.699
2249,2014-02-11,728.0722,747.3394,730.3388,746.7952
2248,2014-02-10,736.1416,748.5632,744.9364,739.859
2247,2014-02-07,735.6884,747.6566,738.3176,747.6566
2246,2014-02-06,733.5122,747.1126,739.7232,743.6218
2245,2014-02-05,732.6054,746.2058,739.9952,746.2058
2244,2014-02-04,737.3658,749.1526,745.2994,738.9524
2243,2014-02-03,743.4858,752.0088,744.6646,751.6462
2242,2014-01-31,749.9232,755.9982,753.3234,751.6462
2241,2014-01-30,746.2058,756.3608,748.654,754.2756
2240,2014-01-29,757.1768,772.4998,758.673,771.5932
2239,2014-01-28,765.4276,775.22,766.8786,767.0598
2238,2014-01-27,761.7104,780.2522,764.1582,776.7612
2237,2014-01-24,781.8842,792.9004,786.1002,782.6548
2236,2014-01-23,780.6602,789.727,785.239,780.6602
2235,2014-01-22,778.8468,793.9884,790.8152,782.1108
2234,2014-01-21,782.3374,793.1724,783.4254,791.7672
2233,2014-01-20,785.3748,805.9114,788.367,802.0126
2232,2014-01-17,798.5672,813.1196,802.0126,806.0476
2231,2014-01-16,799.7006,808.7222,802.5566,806.682
2230,2014-01-15,797.8872,811.397,802.7834,797.8872
2229,2014-01-14,791.359,802.2394,798.8846,795.4846
2228,2014-01-13,784.3774,799.2926,796.9804,784.3774
2227,2014-01-10,769.2812,793.0816,776.9428,769.2812
2226,2014-01-09,766.1078,773.4972,771.1852,770.6866
2225,2014-01-08,765.7904,776.58,769.0998,766.5156
2224,2014-01-07,761.801,779.5268,763.5692,775.6734
2223,2014-01-06,771.9106,783.3802,775.1292,783.3802
2222,2014-01-03,776.4892,791.9484,784.2868,789.0016
2221,2014-01-02,789.727,812.213,793.671,806.954
2220,2014-01-01,804.4154,814.2076,805.7754,813.0744
2219,2013-12-31,803.4182,814.2076,811.3062,803.4182
2218,2013-12-30,794.2604,806.4102,802.7834,799.7006
2217,2013-12-27,795.5298,809.7196,796.7084,805.1408
2216,2013-12-26,799.7006,813.6636,804.8688,811.4876
2215,2013-12-24,811.3516,820.1012,812.5302,811.6236
2214,2013-12-23,807.4076,823.5918,811.8502,813.437
2213,2013-12-20,781.8388,813.029,810.2636,792.4472
2212,2013-12-19,766.2438,784.0148,774.8118,782.7908
2211,2013-12-18,760.713,781.4308,778.5294,760.713
2210,2013-12-17,758.2194,773.1346,760.6676,769.145
2209,2013-12-16,763.6598,781.1134,765.6092,779.9348
2208,2013-12-13,778.3028,786.8256,782.7908,786.463
2207,2013-12-12,787.7322,797.842,789.183,796.754
2206,2013-12-11,790.8152,801.1966,798.794,800.6072
2205,2013-12-10,796.9804,805.1408,801.106,797.6152
2204,2013-12-09,794.7592,805.1408,796.5272,798.794
2203,2013-12-06,781.5668,792.8098,786.327,788.4122
2202,2013-12-05,786.327,795.1672,788.6842,787.007
2201,2013-12-04,774.1318,786.327,776.3986,781.1134
2200,2013-12-03,771.7292,784.6948,781.476,773.9054
2199,2013-12-02,772.9532,782.2922,775.1292,773.1798
2198,2013-11-29,770.2786,776.988,773.4972,772.5454
2197,2013-11-28,764.6118,775.9454,769.0998,767.0598
2196,2013-11-27,757.993,770.4598,759.7608,766.9692
2195,2013-11-26,761.6196,777.26,763.4782,772.4998
2194,2013-11-25,765.9718,776.8522,771.9106,767.9664
2193,2013-11-22,761.7104,776.2628,765.1556,771.6386
2192,2013-11-21,766.3798,780.6602,768.9638,780.2974
2191,2013-11-20,777.26,800.3352,782.9268,790.8604
2190,2013-11-19,792.4472,801.8766,794.8952,793.5804
2189,2013-11-18,776.444,794.2604,792.7646,776.444
2188,2013-11-14,771.0492,783.3802,772.2732,772.4546
2187,2013-11-13,765.2464,781.0228,766.4704,771.5932
2186,2013-11-12,770.6866,790.1352,772.7266,783.879
2185,2013-11-11,780.5242,800.154,783.108,793.3538
2184,2013-11-08,790.8152,803.282,793.8072,798.794
2183,2013-11-07,800.154,820.5092,803.282,813.8902
2182,2013-11-06,811.9408,834.0642,814.8424,824.1812
2181,2013-11-05,819.6476,835.6962,824.2266,819.6476
2180,2013-11-01,818.8318,838.6884,823.1386,824.1812
2179,2013-10-31,813.3008,830.3468,827.2186,816.2476
2178,2013-10-30,811.4876,818.2876,813.845,813.3008
2177,2013-10-29,800.154,819.5118,813.1196,807.0448
2176,2013-10-28,803.9166,820.1918,807.1356,803.9166
2175,2013-10-25,797.1166,809.0396,803.1914,802.7834
2174,2013-10-24,798.794,825.0426,802.0582,812.3944
2173,2013-10-23,805.6394,824.5892,812.2582,819.6476
2172,2013-10-22,814.0264,825.9946,819.285,822.7306
2171,2013-10-21,813.0744,829.6214,828.1254,820.5544
2170,2013-10-18,798.5672,823.2292,820.8718,799.7006
2169,2013-10-17,784.5136,804.8688,797.2526,787.007
2168,2013-10-15,783.108,815.1144,785.8284,812.6208
2167,2013-10-14,782.5642,793.2632,789.047,783.3802
2166,2013-10-11,775.3106,787.007,782.4736,786.1002
2165,2013-10-10,769.0998,782.0202,779.5722,777.4866
2164,2013-10-09,759.8062,786.0096,780.6602,762.5262
2163,2013-10-08,761.2116,774.3134,765.1104,770.6866
2162,2013-10-07,758.5824,772.9532,765.1104,766.6518
2161,2013-10-04,759.9876,779.0734,773.7692,763.433
2160,2013-10-03,747.9286,768.7824,767.1504,747.9286
2159,2013-10-01,742.1258,752.87,745.5712,749.6514
2158,2013-09-30,742.6244,765.6998,745.6164,753.9126
2157,2013-09-27,759.8062,774.2226,761.801,764.3398
2156,2013-09-26,757.6302,770.1878,760.305,769.5078
2155,2013-09-25,763.977,792.4472,769.5078,790.6336
2154,2013-09-24,787.0976,801.514,792.7646,789.183
2153,2013-09-23,783.8336,798.7032,792.991,789.727
2152,2013-09-20,788.8204,816.837,800.2446,803.554
2151,2013-09-19,797.8872,811.9862,807.9062,802.4208
2150,2013-09-18,777.0334,791.8124,789.2284,779.7534
2149,2013-09-17,773.4066,783.3802,778.0306,778.3934
2148,2013-09-16,774.1774,804.6874,781.2496,804.6874
2147,2013-09-13,784.5136,801.0608,791.7672,787.823
2146,2013-09-12,788.8204,816.0212,792.4016,805.2768
2145,2013-09-11,793.3538,809.2208,804.506,807.3168
2144,2013-09-10,785.3748,808.8582,805.7302,792.0844
2143,2013-09-06,764.2036,791.4952,786.599,787.9136
2142,2013-09-05,772.0466,787.823,780.9322,779.7534
2141,2013-09-04,755.3636,783.108,770.0972,757.0862
2140,2013-09-03,749.5606,807.634,752.6434,803.962
2139,2013-09-02,772.7718,803.69,801.2872,772.7718
2138,2013-08-30,750.9662,778.2574,772.0918,765.2464
2137,2013-08-29,737.2296,773.2254,766.4704,740.539
2136,2013-08-28,693.618,741.6726,735.4616,720.8186
2135,2013-08-27,725.352,747.2032,728.7974,739.6324
2134,2013-08-26,732.6964,752.3714,744.3472,745.2994
2133,2013-08-23,733.3308,746.8406,742.6244,736.2322
2132,2013-08-22,702.8208,732.8776,730.656,711.7516
2131,2013-08-21,707.173,755.9074,710.709,753.7314
2130,2013-08-20,731.0188,751.374,745.8884,734.8722
2129,2013-08-19,731.8348,756.2248,742.8058,744.3926
2128,2013-08-16,741.7178,785.1936,748.1552,785.1936
2127,2013-08-14,768.4198,786.6896,784.4228,779.3
2126,2013-08-13,757.0862,779.708,772.8172,766.2892
2125,2013-08-12,762.073,789.727,766.425,784.5136
2124,2013-08-08,777.7134,791.4044,784.6948,787.9136
2123,2013-08-07,753.9582,798.522,789.727,766.1984
2122,2013-08-06,752.6888,783.0174,761.9824,776.2628
2121,2013-08-05,776.0812,790.543,780.5694,778.8468
2120,2013-08-02,770.6866,790.543,777.4412,777.94
2119,2013-08-01,767.0598,799.7006,770.9586,793.671
2118,2013-07-31,764.3398,795.8926,790.271,777.3506
2117,2013-07-30,775.1292,808.7676,778.7108,803.6446
2116,2013-07-29,800.3806,815.1144,802.9646,805.2314
2115,2013-07-26,803.146,819.1944,806.8634,808.7676
2114,2013-07-25,802.4208,826.992,807.7248,821.4612
2113,2013-07-24,812.077,831.4348,823.8186,821.7786
2112,2013-07-23,822.5038,838.4162,824.2718,826.9012
2111,2013-07-22,815.0238,829.848,823.728,829.6214
2110,2013-07-19,827.6268,841.3178,837.011,831.48
2109,2013-07-18,824.2266,834.0642,831.48,833.9736
2108,2013-07-17,818.7412,832.9762,829.7574,818.7412
2107,2013-07-16,800.426,819.9198,816.837,805.1408
2106,2013-07-15,802.6926,815.205,812.1676,803.0554
2105,2013-07-12,788.8204,811.4876,806.5914,791.9938
2104,2013-07-11,778.8468,791.9938,789.183,782.5642
2103,2013-07-10,761.0756,797.6152,776.444,793.1724
2102,2013-07-09,786.5536,799.2472,791.8578,788.639
2101,2013-07-08,725.352,792.2658,787.279,789.9084
2100,2013-07-05,784.6042,801.8766,798.0684,784.6042
2099,2013-07-04,768.8732,788.8204,781.2496,774.3134
2098,2013-07-03,769.3266,783.3348,770.9586,781.3854
2097,2013-07-02,787.551,807.7702,789.999,800.6072
2096,2013-07-01,779.6174,802.3752,800.426,781.5668
2095,2013-06-28,766.833,791.5404,781.4308,782.4736
2094,2013-06-27,738.3632,757.585,752.9608,738.9524
2093,2013-06-26,726.1228,738.5444,727.664,733.9656
2092,2013-06-25,720.8186,743.259,728.7974,724.4454
2091,2013-06-24,706.493,722.632,719.2772,716.9198
2090,2013-06-21,711.7516,734.8722,719.8212,726.2586
2089,2013-06-20,720.6372,744.3926,724.6266,744.3926
2088,2013-06-19,739.4058,755.0914,753.55,744.619
2087,2013-06-18,741.4004,758.8088,746.75,747.6566
2086,2013-06-17,735.5522,750.422,748.11,740.2218
2085,2013-06-14,720.8186,740.7658,738.0458,720.8186
2084,2013-06-13,708.1248,718.5518,715.5144,709.0316
2083,2013-06-12,709.9384,722.6772,717.4638,712.6584
2082,2013-06-11,704.0448,717.1918,712.8398,711.389
2081,2013-06-10,709.1224,720.7278,715.7866,716.1038
2080,2013-06-07,709.0316,727.1654,711.389,722.5866
2079,2013-06-06,714.653,727.1654,718.3704,726.2586
2078,2013-06-05,707.2182,728.0722,725.8508,708.3516
2077,2013-06-04,706.4474,725.7602,707.7622,717.7358
2076,2013-06-03,711.9784,731.699,714.5624,731.699
2075,2013-05-31,727.1654,757.0862,730.4296,757.0862
2074,2013-05-30,753.0062,767.513,757.9022,767.513
2073,2013-05-29,755.4542,769.7798,768.193,764.3398
2072,2013-05-28,748.4726,767.8758,764.4756,752.5526
2071,2013-05-27,727.3466,754.3662,750.9662,728.0722
2070,2013-05-24,707.2182,720.8186,714.381,718.2346
2069,2013-05-23,708.669,740.7658,711.8878,738.9524
2068,2013-05-22,737.5922,756.3608,741.4458,753.4594
2067,2013-05-21,747.9286,761.1662,750.15,754.3662
2066,2013-05-20,751.238,775.0386,753.3688,757.222
2065,2013-05-17,746.6594,765.8812,756.542,761.6196
2064,2013-05-16,739.859,764.657,761.7556,741.1284
2063,2013-05-15,727.4828,743.7126,742.3978,728.5254
2062,2013-05-14,721.2718,733.4216,723.2666,725.352
2061,2013-05-13,724.0828,747.7472,728.0722,736.2322
2060,2013-05-10,733.5122,743.939,736.3228,737.6376
2059,2013-05-09,739.4058,754.3662,741.7632,752.5526
2058,2013-05-08,745.2994,755.2728,751.7368,751.0568
2057,2013-05-07,742.9418,757.6756,749.9232,745.2994
2056,2013-05-06,727.6188,747.7472,744.8458,727.6188
2055,2013-05-03,723.5386,739.315,726.4402,728.9788
2054,2013-05-02,710.165,731.5176,727.8454,714.381
2053,2013-04-30,705.4048,722.3598,714.6078,720.2292
2052,2013-04-29,715.3784,724.4454,718.6424,720.8186
2051,2013-04-26,716.1038,747.8832,719.1412,737.955
2050,2013-04-25,730.7922,749.6968,742.8512,730.7922
2049,2013-04-23,713.1118,730.1122,728.5254,716.6024
2048,2013-04-22,705.9942,720.0478,716.0584,711.3436
2047,2013-04-18,700.8714,711.933,708.8504,702.2314
2046,2013-04-17,698.6048,734.419,701.8688,729.976
2045,2013-04-16,712.8398,733.9656,729.4322,723.5386
2044,2013-04-15,701.098,724.4454,719.504,701.778
2043,2013-04-12,693.8444,707.7622,702.9568,694.8418
2042,2013-04-11,693.618,712.5224,699.194,711.7062
2041,2013-04-10,700.1006,711.5704,708.1704,707.581
2040,2013-04-09,700.418,721.136,703.9088,717.5092
2039,2013-04-08,705.4048,719.4586,715.5144,706.0394
2038,2013-04-05,694.7058,709.0316,707.5356,695.7486
2037,2013-04-04,693.618,705.1328,695.2046,700.5994
2036,2013-04-03,700.146,724.536,704.3168,724.1734
2035,2013-04-02,705.813,722.632,719.8666,707.9436
2034,2013-04-01,701.5514,716.7384,705.541,707.5356
2033,2013-03-28,693.618,710.845,701.5062,710.4824
2032,2013-03-26,708.2156,729.8854,710.301,729.6134
2031,2013-03-25,728.1174,746.1606,734.147,744.3926
2030,2013-03-22,729.024,743.4858,735.1442,733.467
2029,2013-03-21,729.8854,754.502,737.6376,748.3366
2028,2013-03-20,737.3658,752.5526,745.7978,752.5526
2027,2013-03-19,736.5044,761.3476,748.0646,757.0862
2026,2013-03-18,752.5526,764.5664,754.0034,756.1794
2025,2013-03-15,760.305,787.9136,765.065,782.7002
2024,2013-03-14,757.4488,782.6096,780.3428,765.2464
2023,2013-03-13,761.6196,776.3986,765.1104,764.7476
2022,2013-03-12,764.8384,775.1292,768.4198,770.6866
2021,2013-03-11,761.7556,780.388,764.9744,771.5932
2020,2013-03-08,761.665,773.86,771.5932,762.753
2019,2013-03-07,747.294,762.4356,757.6756,752.5526
2018,2013-03-06,750.0594,759.6702,756.9048,753.55
2017,2013-03-05,741.219,755.8168,749.198,741.219
2016,2013-03-04,729.4322,741.4004,736.731,733.9656
2015,2013-03-01,730.7922,741.6726,733.9656,739.2244
2014,2013-02-28,730.6108,761.3476,738.635,759.8062
2013,2013-02-27,749.8326,762.2088,753.6408,751.3288
2012,2013-02-26,742.8964,770.4144,747.0672,770.4144
2011,2013-02-25,771.8198,785.1936,774.268,783.4254
2010,2013-02-22,777.94,790.543,782.1562,778.8468
2009,2013-02-21,772.9986,795.2126,776.8066,787.007
2008,2013-02-20,776.444,796.5272,793.671,776.444
2007,2013-02-19,757.1314,776.036,769.5986,771.0492
2006,2013-02-18,766.153,774.8574,768.2386,766.6518
2005,2013-02-15,756.633,777.0334,766.017,775.22
2004,2013-02-14,770.9132,800.4714,775.356,797.8872
2003,2013-02-13,791.9938,805.1408,796.3004,798.794
2002,2013-02-12,785.3748,797.7514,794.2152,788.2764
2001,2013-02-11,780.6602,792.3564,786.8256,783.6522
2000,2013-02-08,777.94,792.311,783.5616,790.6336
1999,2013-02-07,787.3696,799.2472,789.7722,790.543
1998,2013-02-06,789.863,800.5166,793.2632,797.1166
1997,2013-02-05,792.4472,803.3274,794.5778,801.514
1996,2013-02-04,801.1514,816.565,803.6446,810.8982
1995,2013-02-01,801.1966,815.1144,810.0822,807.8608
1994,2013-01-31,801.106,816.0212,803.826,816.0212
1993,2013-01-30,803.6446,818.605,815.1596,803.6446
1992,2013-01-29,797.9326,817.3358,800.1994,811.9408
1991,2013-01-28,811.4876,829.44,813.8902,825.4054
1990,2013-01-25,821.4612,831.9788,826.8106,829.6214
1989,2013-01-24,822.0506,841.6804,829.032,838.6884
1988,2013-01-23,830.528,841.8164,837.2374,835.5148
1987,2013-01-22,830.7094,843.7658,834.6536,834.1548
1986,2013-01-21,832.4774,865.7076,834.2,848.7978
1985,2013-01-18,802.6926,818.4692,815.069,810.717
1984,2013-01-17,780.1616,809.765,806.6368,781.9748
1983,2013-01-16,767.105,788.8204,780.116,768.3292
1982,2013-01-15,759.8968,772.0012,766.9238,768.1478
1981,2013-01-14,759.8062,773.4066,767.785,759.8062
1980,2013-01-11,758.265,774.0412,760.9396,771.1852
1979,2013-01-10,768.0118,778.3934,770.2786,776.172
1978,2013-01-09,769.145,778.9828,772.0918,773.4066
1977,2013-01-08,768.8732,778.076,771.0038,775.22
1976,2013-01-07,772.1824,789.4552,775.356,783.0174
1975,2013-01-04,774.0412,783.8336,780.4334,780.2974
1974,2013-01-03,766.153,781.5216,780.2522,769.1904
1973,2013-01-02,764.3398,776.036,768.6466,766.153
1972,2013-01-01,760.8942,767.0598,762.2088,765.9264
1971,2012-12-31,758.4914,770.1424,760.8036,762.9798
1970,2012-12-28,745.2994,766.153,761.937,746.2058
1969,2012-12-27,739.0884,754.094,741.7178,752.5526
1968,2012-12-26,744.8912,757.9476,750.7394,744.8912
1967,2012-12-24,739.9952,749.8326,743.4858,748.0194
1966,2012-12-21,743.939,756.2702,746.1606,755.3636
1965,2012-12-20,752.5526,762.5262,758.945,762.1636
1964,2012-12-19,756.4062,763.7956,761.0302,757.4488
1963,2012-12-18,749.0166,760.8036,753.414,757.0862
1962,2012-12-17,753.5048,765.1104,756.0436,756.9048
1961,2012-12-14,751.6462,767.0598,760.8942,756.1794
1960,2012-12-13,752.6434,761.8916,755.182,754.91
1959,2012-12-12,743.3044,755.9982,754.502,746.5686
1958,2012-12-11,739.179,759.7608,743.1232,753.4594
1957,2012-12-10,745.2994,759.8516,750.2406,756.1794
1956,2012-12-07,752.5526,769.9612,756.3608,761.6196
1955,2012-12-06,745.2084,765.2464,763.1156,757.993
1954,2012-12-05,743.939,758.8994,753.3688,750.7394
1953,2012-12-04,730.1576,748.0194,746.8406,730.1576
1952,2012-12-03,715.9224,731.699,728.7068,721.4534
1951,2012-11-30,716.7838,732.4242,719.8212,722.5412
1950,2012-11-29,710.1198,728.0722,722.1786,710.165
1949,2012-11-27,701.778,714.4718,712.8398,704.6794
1948,2012-11-26,698.9674,706.7648,701.2342,702.0048
1947,2012-11-23,695.25,703.41,700.962,695.2952
1946,2012-11-22,690.8524,700.8714,694.7512,700.01
1945,2012-11-21,689.9912,699.9648,698.378,696.1566
1944,2012-11-20,690.127,708.8504,693.1192,708.8504
1943,2012-11-19,691.1244,705.4048,702.0048,703.5914
1942,2012-11-16,699.2394,718.7786,703.0928,716.2852
1941,2012-11-15,704.6794,715.2878,711.4798,715.2878
1940,2012-11-12,706.0848,715.7866,713.5198,712.069
1939,2012-11-09,712.6584,728.5708,715.0158,720.3652
1938,2012-11-08,716.5118,723.856,722.2692,720.1386
1937,2012-11-07,723.856,730.747,725.7602,727.664
